"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.157775123142906,0,NA,NA,FALSE,NA
"2",2,0.102544687920787,0,NA,NA,FALSE,NA
"3",3,-0.206182801878723,0,NA,NA,FALSE,NA
"4",4,-0.111980732176819,0,NA,NA,FALSE,NA
"5",5,-0.0437405772471199,0,NA,NA,FALSE,NA
"6",6,-0.0524617010090997,0,NA,NA,FALSE,NA
"7",7,-0.274716535608865,0,NA,NA,FALSE,NA
"8",8,-0.104953104634632,0,NA,NA,FALSE,NA
"9",9,-0.232525149149047,0,NA,NA,FALSE,NA
"10",10,-0.114298731423961,0,NA,NA,FALSE,NA
"11",5,-0.0343556655108231,0,NA,NA,TRUE,7
