"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.0480595002604449,0,NA,NA,FALSE,NA
"2",2,-0.157097706793268,0,NA,NA,FALSE,NA
"3",3,-0.0157129272721662,0,NA,NA,FALSE,NA
"4",4,-0.0351088893609851,0,NA,NA,FALSE,NA
"5",5,-0.0157012954251319,0,NA,NA,FALSE,NA
"6",6,0.0182665023432625,0,NA,NA,FALSE,NA
"7",7,0.0967014190930307,0,NA,NA,FALSE,NA
"8",8,0.026807143885612,0,NA,NA,FALSE,NA
"9",9,-0.0459687179522382,0,NA,NA,FALSE,NA
"10",10,-0.0558074569875984,0,NA,NA,FALSE,NA
"11",11,0.0402513241924553,0,NA,NA,FALSE,NA
"12",12,-0.103151940729888,0,NA,NA,FALSE,NA
"13",13,-0.0637762208712592,0,NA,NA,FALSE,NA
"14",14,-0.0265526481534806,0,NA,NA,FALSE,NA
"15",15,-0.0332310487373495,0,NA,NA,FALSE,NA
"16",8,0.00356724466961316,0,NA,NA,TRUE,14
