"","V1"
"1",-0.182335134933445
"2",-1.74380506697018
"3",-0.309447107720118
"4",0.536115277843138
"5",0.8797938311782
"6",-0.45305410215352
"7",0.0553836786146551
"8",0.176571317757406
"9",0.751872491690939
"10",0.540787578868986
"11",-0.689812301234682
"12",-0.783099975692017
"13",-0.0974159347064054
"14",1.23933152746175
"15",1.75387892355554
"16",1.44101644151025
"17",1.99415877461722
"18",0.181028605834908
"19",-0.804732600577767
"20",-1.67543900644429
"21",-2.12982965259256
"22",-0.714501047658517
"23",-0.0661243428820012
"24",-0.710566392250249
"25",-0.857546269307109
"26",-0.602475323857992
"27",0.293849774442126
"28",0.718822984053258
"29",0.197495962653961
"30",1.06007708889853
