"","X","V","Imp","rand"
"1",1,1,0.00334772525437692,0.0253270051573031
"2",2,2,0.00198297129305365,0.0340013302548298
"3",3,3,0.000491733053873871,0.0499168055252414
"4",4,4,0.110227160352754,0.00659897091190149
"5",5,5,0.00154309270890096,0.157389976037413
"6",6,6,0.0113209834281768,0.0447310849619096
"7",7,7,0.00753672124197665,0.00029146274612915
"8",8,8,9.42417345006601e-05,0.00272273428381807
"9",9,9,0.000256325232822961,0.0825667534460794
"10",10,10,0.110480511662937,0.0215604421054093
"11",11,11,9.35159057161309e-05,0.000987539191261217
"12",12,12,0.000248011448295922,0.0146947734981185
"13",13,13,0.00624294639960277,0.132344411432941
"14",14,14,0.0127666333250247,0.176603100406434
"15",15,15,0.00241041079225078,0.000256930761582846
