"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.289933776655398,FALSE,NA,NA,FALSE,NA
"2",2,-0.125957226490828,FALSE,NA,NA,FALSE,NA
"3",3,0.0547488885655589,FALSE,NA,NA,FALSE,NA
"4",4,0.26533511955064,FALSE,NA,NA,FALSE,NA
"5",5,0.241849500976387,FALSE,NA,NA,FALSE,NA
"6",6,-0.316859288365569,TRUE,-2.40244638543343,0.316648692823946,FALSE,NA
"7",7,0.405732071479236,TRUE,-0.259330617036454,1.03302151333065,FALSE,NA
"8",8,-0.037030965089312,FALSE,NA,NA,FALSE,NA
"9",9,-0.252702964659199,TRUE,1.17824176394543,1.62601813293042,FALSE,NA
"10",10,-0.0219435236797848,FALSE,NA,NA,FALSE,NA
