"","X","V","Imp","rand"
"1",1,1,0.0550104560163567,0.0184220308029895
"2",2,2,0.0255277553774471,0.129087669810423
"3",3,3,0.232955485209323,0.012635670234198
"4",4,4,0.00069408142143629,0.2409016716756
"5",5,5,0.0166320705733952,0.014430401019735
"6",6,6,0.00261812573528626,0.048632770190728
"7",7,7,0.00882904629573422,0.00166562836957976
"8",8,8,0.0131799201120378,0.0309121515239111
"9",9,9,0.0219662943558159,0.0297311716014294
"10",10,10,0.0802862645189359,0.00576795374507831
"11",11,11,0.00490513678598149,0.0730203061421214
"12",12,12,0.0417247840206976,0.0615101951261674
"13",13,13,0.0309639900651445,0.0136125400976418
"14",14,14,0.019526264032981,0.019587308236601
"15",15,15,0.00760179973206323,0.0500802869817153
