"","X","V","Imp","rand"
"1",1,1,0.0149604517208967,0.0580184977328185
"2",2,2,0.0045402875177486,0.012701638766371
"3",3,3,0.0189925175896874,0.0431642041854031
"4",4,4,0.112240957748422,0.0158506740013269
"5",5,5,2.38671934351902e-05,0.0535803409653384
"6",6,6,0.00276908872407671,0.00676595133959419
"7",7,7,0.00266351341852704,0.000470312655663804
"8",8,8,9.4084633760184e-05,0.00109313346326231
"9",9,9,0.000909953003294043,0.120538938580572
"10",10,10,0.103750051829831,0.0101381311209524
"11",11,11,0.0224366591698776,0.267182386025578
"12",12,12,0.00170875916145579,0.110596057580537
"13",13,13,0.00181144531601469,0.0107489258319903
"14",14,14,0.0688783388280625,0.0359914289828445
"15",15,15,0.070660508623956,0.00298716869090816
