"","X","V","Imp","rand"
"1",1,1,0.0185809204864235,0.0128804427034826
"2",2,2,0.0183627638185705,0.157277632848614
"3",3,3,0.0264829438447241,0.000312438594191469
"4",4,4,0.000240954132450899,0.0332844213323836
"5",5,5,0.000333940068651815,0.0150393580802577
"6",6,6,0.000537486961181953,0.0624545793718242
"7",7,7,0.00607776233396157,0.0500931056117599
"8",8,8,0.0528298931698954,0.0717581132861921
"9",9,9,0.0249127771977416,0.0678777046266052
"10",10,10,0.0289400857875812,0.0423698532319711
"11",11,11,0.00958418813171464,0.0190742514993936
"12",12,12,0.152350873690382,0.147487298770598
"13",13,13,0.0246686949580961,0.0624105710888614
"14",14,14,0.0188047898453178,0.00419129587982821
"15",15,15,0.175110422906486,0.00354319957075037
