"","X","V","Imp","rand"
"1",1,1,0.000319867949187751,0.00544767435450612
"2",2,2,0.0362370955177086,0.0641222055110046
"3",3,3,0.0409947012626531,0.0078892358302917
"4",4,4,0.00805229047081099,0.00296123117867431
"5",5,5,0.114398965985389,0.0533121580886249
"6",6,6,0.000334686690118938,0.0328524141664316
"7",7,7,6.20665132226637e-05,0.0310756991736788
"8",8,8,0.00347178684848237,0.00396928893511694
"9",9,9,0.0554394293522723,0.0847537541540229
"10",10,10,2.95041245047088e-05,0.000852812348964004
"11",11,11,0.0804372088518521,0.000390298140808082
"12",12,12,0.0283162704180603,0.285389650978594
"13",13,13,0.0566553501436598,0.0238948433432737
"14",14,14,0.0370488572757258,0.0289530887815178
"15",15,15,0.172393406380716,0.124112060804912
