"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0409931558754835,0,NA,NA,FALSE,NA
"2",2,0.0855486389124167,0,NA,NA,FALSE,NA
"3",3,0.268145216887433,0,NA,NA,FALSE,NA
"4",4,0.0805972036512534,0,NA,NA,FALSE,NA
"5",5,0.111084541394937,0,NA,NA,FALSE,NA
"6",6,0.0972050507979992,0,NA,NA,FALSE,NA
"7",7,-0.103863414534265,0,NA,NA,FALSE,NA
"8",8,-0.142610925851409,0,NA,NA,FALSE,NA
"9",9,-0.273488799422359,0,NA,NA,FALSE,NA
"10",10,-0.179078709023854,0,NA,NA,FALSE,NA
"11",3,0.0503334607459723,0,NA,NA,TRUE,4
"12",2,-0.0182443893002294,0,NA,NA,TRUE,7
