"","X","V","Imp","rand"
"1",1,1,8.71565681965842e-06,0.0789942524273264
"2",2,2,0.00187264267902462,5.04675424034201e-05
"3",3,3,0.0220166894666144,0.0186487096071203
"4",4,4,0.225304785116901,0.0115376139482854
"5",5,5,0.153165790915099,0.00691870934049666
"6",6,6,0.0202264700640897,0.00790480558234083
"7",7,7,0.00117277562463611,0.000818618178490576
"8",8,8,0.00269700202512665,0.0819402019428995
"9",9,9,0.032477334729935,0.00796510499342215
"10",10,10,0.0014971681471902,0.00666307453495764
"11",11,11,0.0118470519921165,0.102355846252044
"12",12,12,0.147403801933823,0.00217234221341302
"13",13,13,0.211427649110238,0.119611210725587
"14",14,14,0.0151198603996342,0.0131208712620061
"15",15,15,0.00835172854428342,0.291288260905858
