"","V1"
"1",1.0636035137857
"2",-0.0200615708507144
"3",0.416063159566072
"4",0.0980013585932024
"5",-0.61346158842089
"6",-0.625493595806575
"7",-0.800634865301931
"8",1.09939804977904
"9",-0.782443142076668
"10",-0.425627267237604
"11",0.842090331783945
"12",-0.753612064824821
"13",0.66257587121283
"14",0.720587312054277
"15",0.437941773547014
"16",0.0776546557513564
"17",0.0811784797874302
"18",0.912046227338288
"19",0.646473563002144
"20",0.684481500049087
"21",0.148153789597727
"22",-0.140238035878406
"23",-1.31230954886488
"24",-0.17290602419773
"25",-1.15465104497948
"26",-0.959415067488934
"27",-0.000147708901260215
"28",-0.284324753192685
"29",1.39090993174909
"30",0.214070830659161
"31",0.50338448921304
"32",0.677399952294988
"33",0.274421333533482
"34",-0.799610372921028
"35",-0.730589956718869
"36",1.18736730594673
"37",0.287104214789244
"38",0.542228001247471
"39",0.00993244969924051
"40",2.37413391961252
"41",0.520070995543385
"42",0.826706384919145
"43",0.426768256129405
"44",0.241379961217901
"45",0.323387839756346
"46",-0.581254767444012
"47",-1.00577184702686
"48",-1.15790446808926
"49",-1.1967429047904
"50",0.11484092076121
"51",-0.445579405804751
"52",-1.25575583050911
"53",-0.217391421107118
"54",0.137855683653718
"55",-1.02681603983552
"56",-0.302201268063183
"57",-4.59267498228723
"58",-1.67184547437178
"59",0.976584748633053
"60",-0.75071194578874
"61",-0.404016928942417
"62",-1.77988313386358
"63",-1.21067516118639
"64",-1.0451857300293
"65",-1.25685478895106
"66",-0.945832681701535
"67",-0.443719067691032
"68",1.80783265738794
"69",0.606793907870663
"70",0.0622228542377503
"71",-0.303706179777197
"72",1.20088462269805
"73",-0.228229574844641
"74",0.822994823412959
"75",-1.29436957578092
"76",-1.13673850379535
"77",0.620818479776746
"78",1.78903434525203
"79",1.23075694286273
"80",1.51661150742
"81",0.25276689412956
"82",0.290329049120039
"83",0.331887329773551
"84",-1.08500363058494
"85",0.268420505780184
"86",0.00973229928217455
"87",-0.21266903881391
"88",0.898391190641651
"89",-0.175001250507196
"90",1.81788376959524
"91",1.84907549709191
"92",-0.55820799826041
"93",-0.31944369655177
"94",-0.884903827957033
"95",-0.787860448537082
"96",1.55891739273899
"97",0.95519857819169
"98",-0.169010986413994
"99",-0.0747492609576346
"100",1.2868889754567
