"","X","V","Imp","rand"
"1",1,1,0.0561849584551982,0.0977625423565237
"2",2,2,0.0551121805177609,0.0191045802851636
"3",3,3,0.191423950698885,0.0131868329868222
"4",4,4,0.00504526291939752,0.00485511734918463
"5",5,5,0.00128590246811114,0.181965265786872
"6",6,6,0.00639720800475571,0.0666909849887129
"7",7,7,0.00533054458076733,0.00478050555068161
"8",8,8,0.0115400226176541,0.0608236962186734
"9",9,9,0.040153395010103,0.00194509376313983
"10",10,10,0.253191831353089,0.0395920440221819
"11",11,11,0.00212803967400837,0.0579865923561391
"12",12,12,0.00718098551103965,0.0371418039063251
"13",13,13,0.00190085843858178,0.0641389159294888
"14",14,14,0.00163586047642674,0.0825703213755446
"15",15,15,0.0199135816418415,0.0174251466965625
