"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.181710004022015,0,NA,NA,FALSE,NA
"2",2,0.104265941385943,0,NA,NA,FALSE,NA
"3",3,0.388252827505425,0,NA,NA,FALSE,NA
"4",4,0.30518951578136,0,NA,NA,FALSE,NA
"5",5,-0.0413915853463178,0,NA,NA,FALSE,NA
"6",6,-0.164159919942599,0,NA,NA,FALSE,NA
"7",7,0.125438696034583,0,NA,NA,FALSE,NA
"8",8,0.254224918140785,0,NA,NA,FALSE,NA
"9",9,0.11476049430393,0,NA,NA,FALSE,NA
"10",10,0.130749205688468,0,NA,NA,FALSE,NA
"11",11,-0.0190755940765855,0,NA,NA,FALSE,NA
"12",12,0.0891779181407646,0,NA,NA,FALSE,NA
"13",13,-0.124954929086614,0,NA,NA,FALSE,NA
"14",14,0.333891027883628,0,NA,NA,FALSE,NA
"15",15,-0.00238893723909885,0,NA,NA,FALSE,NA
