"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.00970668893395351,FALSE,NA,NA,FALSE,NA
"2",2,-0.033479502296577,FALSE,NA,NA,FALSE,NA
"3",3,-0.289458949507431,FALSE,NA,NA,FALSE,NA
"4",4,0.147289960746627,FALSE,NA,NA,FALSE,NA
"5",5,-0.155891550444275,TRUE,0.306282624611641,0.514622111804783,FALSE,NA
"6",6,0.0304501933084384,FALSE,NA,NA,FALSE,NA
"7",7,0.259622061857723,FALSE,NA,NA,FALSE,NA
"8",8,-0.183239926825518,FALSE,NA,NA,FALSE,NA
"9",9,0.0248602583661571,FALSE,NA,NA,FALSE,NA
"10",10,0.253021155144533,FALSE,NA,NA,FALSE,NA
"11",11,-0.105478329471801,FALSE,NA,NA,FALSE,NA
"12",12,0.303563615710108,FALSE,NA,NA,FALSE,NA
"13",13,0.178337623895594,FALSE,NA,NA,FALSE,NA
"14",14,0.208821911807969,FALSE,NA,NA,FALSE,NA
"15",15,0.157007024328635,FALSE,NA,NA,FALSE,NA
"16",7,0.24821845520384,FALSE,NA,NA,TRUE,14
