"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0211637466745068,TRUE,-0.0838773267503391,0.0249563092097176,FALSE,NA
"2",2,0.0619528499077,FALSE,NA,NA,FALSE,NA
"3",3,0.0988901704263898,FALSE,NA,NA,FALSE,NA
"4",4,-0.571777752530793,FALSE,NA,NA,FALSE,NA
"5",5,0.115952248966744,FALSE,NA,NA,FALSE,NA
"6",6,0.154648486503868,FALSE,NA,NA,FALSE,NA
"7",7,0.0948986204298164,FALSE,NA,NA,FALSE,NA
"8",8,-0.0169368772938124,TRUE,1.57109818598042,1.08532629530401,FALSE,NA
"9",9,-0.0961085618325555,TRUE,-0.06527156365681,0.0227919979952276,FALSE,NA
"10",10,-0.0440530710343219,FALSE,NA,NA,FALSE,NA
"11",3,-0.404550250238337,FALSE,NA,NA,TRUE,6
