"","X","V","Imp","rand"
"1",1,1,0.0146087880312722,0.281544109436124
"2",2,2,0.000199121521346655,0.00285410467312374
"3",3,3,0.00379327981997938,0.0428077316139918
"4",4,4,1.82582625379314e-07,0.0234713430790856
"5",5,5,0.109809392027984,0.0597694973315647
"6",6,6,0.168646535793611,0.00307697650732672
"7",7,7,5.31392815336785e-07,0.0615268572158843
"8",8,8,0.0479748923273201,0.0374653900958874
"9",9,9,9.29057445051659e-05,0.0309862937029373
"10",10,10,0.00484579754274968,0.0072452917582945
"11",11,11,0.0138040221311612,0.00798800014705967
"12",12,12,0.000579225427286685,0.0722081437659647
"13",13,13,0.000758087307199002,0.000519293823692896
"14",14,14,0.0012255298539365,0.116831088494236
"15",15,15,0.185180010045981,0.00169969497992913
