"","X","V","Imp","rand"
"1",1,1,0.00876473997209698,0.101039555028816
"2",2,2,0.00853464880898805,0.101521742911424
"3",3,3,0.000728886725254252,0.128558521693641
"4",4,4,0.0105856257496916,0.000224758151190915
"5",5,5,0.0134096116013655,0.0518538317804552
"6",6,6,0.000136506291906208,0.0344265409057335
"7",7,7,0.0122380210189107,0.0212888024288855
"8",8,8,0.00434898705232805,0.00149263464711025
"9",9,9,0.00355238007976069,0.0943776636711489
"10",10,10,6.33604653122667e-07,0.00333627558135161
"11",11,11,0.012837584390531,0.150619915459502
"12",12,12,0.000785464022461381,1.71093313529817e-05
"13",13,13,0.00363198722237518,0.00827432319157157
"14",14,14,0.000478467194340148,0.0338235447822481
"15",15,15,0.00617048197296469,0.0190882501877492
