"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.0917311101740251,TRUE,0.647980898365374,0.0431987433694303,FALSE,NA
"2",2,0.00990443161677114,FALSE,NA,NA,FALSE,NA
"3",3,0.00341094523112946,FALSE,NA,NA,FALSE,NA
"4",4,0.0511796305290657,FALSE,NA,NA,FALSE,NA
"5",5,0.0717590169522448,FALSE,NA,NA,FALSE,NA
"6",6,-0.0602263711902603,FALSE,NA,NA,FALSE,NA
"7",7,0.0596288606576111,FALSE,NA,NA,FALSE,NA
"8",8,-0.00237637298643038,FALSE,NA,NA,FALSE,NA
"9",9,-0.0412284026796115,FALSE,NA,NA,FALSE,NA
"10",10,0.124686864614014,FALSE,NA,NA,FALSE,NA
"11",11,0.0538139002079571,FALSE,NA,NA,FALSE,NA
"12",12,-0.0188338083263795,FALSE,NA,NA,FALSE,NA
"13",13,-0.0702942924878724,TRUE,-0.0161451875111293,0.121942414436489,FALSE,NA
"14",14,-0.0855848739823253,FALSE,NA,NA,FALSE,NA
"15",15,-0.0277208431038719,TRUE,0.555176963027111,1.84134185723077,FALSE,NA
"16",7,-0.0739733077492157,FALSE,NA,NA,TRUE,12
