"","V1","V2"
"1",-0.296802779963128,-0.747391534741362
"2",-0.0184620076851229,-1.2486618392378
"3",-1.36269020266155,-1.52549750028777
"4",-2.24716201365448,-0.912217965144841
"5",-0.993716911271232,-1.25784496247303
"6",0.1678706044161,-0.284845143107651
"7",-0.240976268138302,-1.8114148697909
"8",0.262447143131018,-1.48060406308016
"9",0.0776980465375368,-0.297056930911249
"10",0.849820630958982,1.2311903726684
"11",0.74218526584645,-0.243136453851072
"12",1.07639872574359,0.743159591694747
"13",-0.412316447589367,0.927854010578949
"14",-0.0932878782795436,-0.769075545931463
"15",0.641533235106909,-0.802346384951088
"16",1.44751421322534,0.339982575041569
"17",0.992564457749731,-0.756483644842686
"18",0.190133002486075,-1.01458217672725
"19",0.85081739231776,-0.746640985158857
"20",0.644846766903164,0.696156260941153
"21",0.17779119978413,-0.950457713268167
"22",0.17879143712716,-1.96093814271008
"23",0.592656498423845,-1.1489310454631
"24",0.642050646681928,-1.78124026521605
"25",0.233238459114588,-0.104576927419773
"26",0.0959591940353692,1.17873680370483
"27",0.150696419835246,1.08216857323685
"28",1.40418388733817,1.8186983039234
"29",1.11304146327409,0.409131465934121
"30",0.971235068593304,1.15802607863189
"31",0.556905664941835,-0.477339938153379
"32",1.42114384567435,0.404171702543009
"33",2.11595018695504,-0.350446583066149
"34",1.35156328983003,0.362333252074081
"35",0.285124303297916,-1.48661612169528
"36",-0.0798251580162711,-1.86211792180632
"37",-0.191570886832325,-1.23549228495154
"38",0.279814513660874,-0.5353756515666
"39",-0.699539999958954,-1.19502094583556
"40",-0.259807270720726,-0.680156413603377
"41",-1.02132280432839,-0.128232831713966
"42",-0.272554618300371,-0.0236885789817307
"43",-0.833026859959809,-0.384740517717982
"44",-1.14861624342919,1.28255765695702
"45",-0.702076761660841,0.544520667300051
"46",0.642255824673234,1.42477847185921
"47",-0.61994062016806,0.376359487102958
"48",-0.639105486047473,0.472490417307289
"49",-1.63302435642861,-0.852195609471897
"50",-0.78170082093,-0.787593085810689
"51",-0.405311729885458,-0.0509336183729452
"52",-1.0509050134631,0.0034166840979933
"53",0.32472706644169,-0.391055783471726
"54",0.134277205752731,-0.175182272273821
"55",-0.679344578461999,0.452746920335334
"56",-0.553218704626318,1.83733700654167
"57",-0.198226784600116,1.38307603347586
"58",0.090941103599651,2.18411411028722
"59",-1.32602198336807,1.30020767453978
"60",-0.967518139116587,0.549677030408938
"61",-0.620166564807638,-1.24802285152482
"62",-0.0205410565670002,-0.816910039302703
"63",1.09443591431816,-1.09871843220196
"64",1.26638418001286,0.41284644811189
"65",0.912341914321805,-0.209269207744434
"66",0.753779624975925,0.794125749662909
"67",-0.706746760163771,-0.706144606827205
"68",-1.55253173160773,-1.62597094336395
"69",0.120209671716006,0.102822437947686
"70",-0.0988906069677556,0.748277284972169
"71",-1.04649489398012,-1.08623531659693
"72",-2.34204181404833,0.726783864133005
"73",-2.14745287836943,0.00817976164412378
"74",-3.02022618467037,0.958450977234995
"75",-1.6259571257497,1.29657788692195
"76",0.646991805472524,1.13762763053766
"77",-0.380104725093717,1.7031731130629
"78",0.107660704276731,1.38478695161199
"79",0.321823206528783,0.284112109776836
"80",-2.60114994529338,0.78825883636944
"81",0.25129122972004,0.292770637012394
"82",0.596490860717342,0.319098788034821
"83",-0.856992141439531,-0.979720876060957
"84",0.209178357720735,0.189283114004777
"85",0.736881065931047,0.690387017459027
"86",0.872538805986143,0.96502136919196
"87",-0.348405795771381,0.420047080096296
"88",-1.00562472351305,0.848364903050736
"89",-0.130864078655213,0.848043471648154
"90",0.458226652108836,1.91527543558905
"91",0.92941072997617,0.290927957552412
"92",1.3320662448706,-1.05838495182693
"93",0.260879895930424,-0.731039342117829
"94",-0.0625636756926075,-0.522410585766803
"95",0.726457548289187,-1.77392225240764
"96",1.48925542104655,0.525424131964096
"97",2.69532416309203,0.0233609912812027
"98",1.07233639640932,0.929522261507555
"99",0.0634215796466418,0.575140639046126
"100",0.67126529541042,0.975299657936973
