"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.060931279253395,FALSE,NA,NA,FALSE,NA
"2",2,-0.102823925801998,FALSE,NA,NA,FALSE,NA
"3",3,-0.0265707436156781,FALSE,NA,NA,FALSE,NA
"4",4,-0.176955843528475,FALSE,NA,NA,FALSE,NA
"5",5,0.22187513421999,TRUE,-0.882186833048844,0.0965672209858894,FALSE,NA
"6",6,0.0945042324258443,FALSE,NA,NA,FALSE,NA
"7",7,0.172707566023176,FALSE,NA,NA,FALSE,NA
"8",8,0.162562005954229,FALSE,NA,NA,FALSE,NA
"9",9,-0.132845990009108,FALSE,NA,NA,FALSE,NA
"10",10,0.157551486447553,FALSE,NA,NA,FALSE,NA
"11",11,-0.0335717549908919,FALSE,NA,NA,FALSE,NA
"12",12,0.17008691944026,FALSE,NA,NA,FALSE,NA
"13",13,-0.00412591936570735,FALSE,NA,NA,FALSE,NA
"14",14,0.0869923384061104,FALSE,NA,NA,FALSE,NA
"15",15,-0.0957170018533575,FALSE,NA,NA,FALSE,NA
