"","X","V","Imp","rand"
"1",1,1,0.0141419291943377,0.245110013994992
"2",2,2,0.00382181105786966,0.0258127282758102
"3",3,3,0.107269387073451,0.00109980590607618
"4",4,4,0.00225226577572151,0.175232587578481
"5",5,5,0.0725782273050136,0.0400912223303819
"6",6,6,0.00224477518522685,0.0594885116694663
"7",7,7,0.0246127921588605,0.00401761069915962
"8",8,8,0.111050392046685,0.0186703620747962
"9",9,9,0.000202381196120029,0.010988440449155
"10",10,10,0.0183250088701612,0.0664528896946382
"11",11,11,0.0728128759658155,0.0201783302900989
"12",12,12,0.0157105511503035,0.0178614542609621
"13",13,13,0.0140241829195411,0.0128176148110237
"14",14,14,0.10536095014125,0.0459790804962327
"15",15,15,0.0211777663391931,0.00611169216601006
