"","X","V","Imp","rand"
"1",1,1,0.00336557599865698,0.0139207392852187
"2",2,2,0.0471334158751034,0.0282872947554763
"3",3,3,0.00293033559102264,0.00207505898727003
"4",4,4,0.00439501488829426,9.59771381948377e-05
"5",5,5,0.0489507948306905,0.00766941666693156
"6",6,6,0.000722869250377412,0.000175446961695329
"7",7,7,0.00136567561975862,0.212040999288165
"8",8,8,0.000614135882635419,0.0110763575659445
"9",9,9,0.00918880169897227,0.0515398346176886
"10",10,10,0.0297437567496731,0.00630258019107194
"11",11,11,0.00137155738838608,0.186244995000128
"12",12,12,0.000166169250101458,0.0184148467575311
"13",13,13,0.000447438066795935,0.00469970175674993
"14",14,14,0.00370909891074894,0.0458277174793217
"15",15,15,0.000438385016650317,0.161550957766321
