"","X","V","Imp","rand"
"1",1,1,0.000347002656955922,0.0146306562536631
"2",2,2,0.0251321418442948,0.15736224775694
"3",3,3,0.238670051582686,0.0158621198807066
"4",4,4,0.0049783381936324,0.184087317138232
"5",5,5,0.0216489252946118,0.0176753135139211
"6",6,6,0.000491129432788026,0.113219170625858
"7",7,7,0.0221877620430259,0.0421623743384743
"8",8,8,0.0684360377969183,0.0555904245634409
"9",9,9,2.14949877771613e-05,0.00292584793452764
"10",10,10,0.00769660262778731,0.00364833714575425
"11",11,11,0.000472251774526671,0.0191814662781424
"12",12,12,0.00669295060704194,0.0482429002512808
"13",13,13,8.19338392891876e-05,0.000347499510515693
"14",14,14,0.217271533650403,0.0716487806522742
"15",15,15,0.0124854811725173,0.00333476055439954
