"","V1"
"1",-0.320688920573334
"2",0.0760605947873761
"3",-0.572407019504284
"4",-0.419481235819351
"5",-0.30608978907101
"6",0.138080825649383
"7",0.0181351772243772
"8",-0.144402884532743
"9",0.27198682328784
"10",-0.151104557539519
"11",-0.463663601242579
"12",-0.525290965311318
"13",-0.668410269300565
"14",-0.992656780911128
"15",-0.780061086504383
"16",-0.201337842487616
"17",-0.228728893385162
"18",-0.6597789718282
"19",-0.539899154185023
"20",-0.706105707272785
"21",-1.08223624892677
"22",-0.729972769976727
"23",-0.171782025337917
"24",0.226710619036449
"25",-0.0961148789285456
"26",-0.281795079547834
"27",0.318017689144947
"28",0.762466194500589
"29",0.495468939084977
"30",0.76285191040644
"31",0.678026814921902
"32",0.635011700551042
"33",0.415931211441389
"34",0.185636468942289
"35",0.383586176134619
"36",0.842445428241511
"37",0.867977520884559
"38",0.107211194848701
"39",0.44047402207221
"40",0.336712267041201
"41",0.603667225854231
"42",-0.0167408741372004
"43",0.450294305676778
"44",0.368670799052666
"45",0.310535132668284
"46",0.179678656503795
"47",-0.308100372925955
"48",-0.126231136913811
"49",0.166357067613641
"50",0.451086300592558
