"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.0727300630251637,FALSE,NA,NA,FALSE,NA
"2",2,-0.0983915954783615,TRUE,1.53340150838704,0.22248594276607,FALSE,NA
"3",3,0.142301270123297,TRUE,-0.611381061884335,1.97497390947285,FALSE,NA
"4",4,0.076706200417141,FALSE,NA,NA,FALSE,NA
"5",5,0.228725959343614,FALSE,NA,NA,FALSE,NA
"6",6,-0.038551201958339,TRUE,-0.16223798653745,1.47829194118309,FALSE,NA
"7",7,-0.105963785300053,FALSE,NA,NA,FALSE,NA
"8",8,0.0978982200628016,FALSE,NA,NA,FALSE,NA
"9",9,0.0283158285643813,FALSE,NA,NA,FALSE,NA
"10",10,0.213814766351474,FALSE,NA,NA,FALSE,NA
"11",3,0.28080534441328,FALSE,NA,NA,TRUE,7
"12",3,-0.0942997401198591,FALSE,NA,NA,TRUE,8
