"","X","V","Imp","rand"
"1",1,1,0.169149448270613,0.0597556141467333
"2",2,2,0.241390762344021,0.0219929997284768
"3",3,3,0.00883177678014751,0.00188192014530357
"4",4,4,0.134764671523526,0.00958398393214223
"5",5,5,0.050695592068742,0.091185870917501
"6",6,6,0.0204118095707889,0.00789571106246186
"7",7,7,6.68085637991456e-05,0.0687280829283679
"8",8,8,0.115386319642442,0.00139741860973976
"9",9,9,0.0014125881286251,0.00123020700238692
"10",10,10,0.00487374324347319,0.0236214895755466
"11",11,11,0.00333953189185139,0.0162238460969053
"12",12,12,0.0378074559079549,0.00223216198197915
"13",13,13,0.013589698792187,0.361211726855923
"14",14,14,0.0899954945616505,0.0698275222610832
"15",15,15,0.0961829144726563,0.0132265797146871
