"","X","V","Imp","rand"
"1",1,1,0.016424786771405,0.0417501516391907
"2",2,2,0.00214433233383852,0.0573998132477867
"3",3,3,0.011674990144663,0.0411587592559155
"4",4,4,0.000242038650323079,0.00850688066735302
"5",5,5,0.00815956050535563,0.0956810627636654
"6",6,6,0.00282420309000569,0.0231819459429532
"7",7,7,0.00147602485646459,0.0286402603817366
"8",8,8,0.000131818183846916,0.0129376945949166
"9",9,9,0.00212659630861039,0.155863275990187
"10",10,10,0.00362960700533759,0.214600464213283
"11",11,11,0.00073010047285242,0.00325194291433956
"12",12,12,1.93484881680355e-08,0.000368907962849316
"13",13,13,8.84952827115158e-05,0.0221425607445084
"14",14,14,0.012624715010029,0.0416331731514298
"15",15,15,0.000168463870597123,0.00287487087116575
