"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.0341999465653201,FALSE,NA,NA,FALSE,NA
"2",2,0.068323940753531,FALSE,NA,NA,FALSE,NA
"3",3,-0.100915149503414,FALSE,NA,NA,FALSE,NA
"4",4,0.00616445447275453,FALSE,NA,NA,FALSE,NA
"5",5,-0.00432447420657868,TRUE,-1.39124194800124,0.127245079282123,FALSE,NA
"6",6,0.0976760994363092,FALSE,NA,NA,FALSE,NA
"7",7,0.0607077374398394,FALSE,NA,NA,FALSE,NA
"8",8,0.163695560120408,FALSE,NA,NA,FALSE,NA
"9",9,-0.0651922223427997,FALSE,NA,NA,FALSE,NA
"10",10,-0.0462375770134161,FALSE,NA,NA,FALSE,NA
