"","X","V","Imp","rand"
"1",1,1,0.00615962584065744,0.0288743370840998
"2",2,2,0.00217608162785657,0.0210390069920358
"3",3,3,0.000289903358315668,0.243107089892672
"4",4,4,0.000162724684006429,0.000374110303899042
"5",5,5,0.0225956291221553,0.124487203937693
"6",6,6,0.0617308588436095,0.0578075496580876
"7",7,7,0.00365039853174394,0.0895089992822191
"8",8,8,0.0025306384158026,0.00180083350758547
"9",9,9,0.00106111274514175,0.0610816088443568
"10",10,10,5.55918541654558e-06,0.011345350342965
"11",11,11,0.000906651600683308,0.00206157332992672
"12",12,12,0.00355680247685091,0.00500608101294574
"13",13,13,0.06006732217276,0.00019767163907096
"14",14,14,0.011675074119626,0.00856855711768836
"15",15,15,4.68222309170786e-06,0.0946243980395498
