"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.0784832838294719,0,NA,NA,FALSE,NA
"2",2,-0.0466484900919266,0,NA,NA,FALSE,NA
"3",3,0.0170265486319356,0,NA,NA,FALSE,NA
"4",4,0.0127563585715685,0,NA,NA,FALSE,NA
"5",5,0.150318425757308,0,NA,NA,FALSE,NA
"6",6,0.0546736305779405,0,NA,NA,FALSE,NA
"7",7,0.0604185280501266,0,NA,NA,FALSE,NA
"8",8,-0.0503054511539515,0,NA,NA,FALSE,NA
"9",9,0.0325747255574279,0,NA,NA,FALSE,NA
"10",10,-0.00235779248801619,0,NA,NA,FALSE,NA
"11",11,0.0301106559324653,0,NA,NA,FALSE,NA
"12",12,0.0596389342363771,0,NA,NA,FALSE,NA
"13",13,-0.0364097405885238,0,NA,NA,FALSE,NA
"14",14,-0.108051256909052,0,NA,NA,FALSE,NA
"15",15,-0.0021638445165279,0,NA,NA,FALSE,NA
"16",6,0.0587416529630364,0,NA,NA,TRUE,13
