"","X","V","Imp","rand"
"1",1,1,0.0110619806636428,0.000715749561085335
"2",2,2,0.0124224646817842,0.0118163171252107
"3",3,3,0.000149223590451604,0.000215414107567986
"4",4,4,0.00147382159972932,0.141462544002675
"5",5,5,0.00313836779416069,0.00195307742208518
"6",6,6,0.00375208419950917,0.0107865032960076
"7",7,7,0.0103210036735524,0.0469652287229014
"8",8,8,2.43865548266232e-06,0.00965828564903479
"9",9,9,0.00225637058437709,0.0670075539523152
"10",10,10,0.00165289703980761,0.0550077642611357
"11",11,11,0.00855190028142117,0.0373136544877965
"12",12,12,0.000519343777368132,0.203718396709258
"13",13,13,0.00118402462767206,0.0775356037241112
"14",14,14,0.00543398986501184,0.00071671505012329
"15",15,15,0.000621835315785003,0.0851028632608277
