"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.1051759509757,0,NA,NA,FALSE,NA
"2",2,0.111456111011394,0,NA,NA,FALSE,NA
"3",3,-0.01221571080419,0,NA,NA,FALSE,NA
"4",4,-0.0383903842091913,0,NA,NA,FALSE,NA
"5",5,-0.0560211370302379,0,NA,NA,FALSE,NA
"6",6,-0.0612542586234555,0,NA,NA,FALSE,NA
"7",7,-0.101592340624441,0,NA,NA,FALSE,NA
"8",8,-0.00156161950636585,0,NA,NA,FALSE,NA
"9",9,-0.0475012692922735,0,NA,NA,FALSE,NA
"10",10,0.0406558364790052,0,NA,NA,FALSE,NA
"11",11,-0.0924764850187396,0,NA,NA,FALSE,NA
"12",12,0.0227891153265793,0,NA,NA,FALSE,NA
"13",13,0.0344096589299002,0,NA,NA,FALSE,NA
"14",14,0.0737156012321126,0,NA,NA,FALSE,NA
"15",15,0.0249366259903982,0,NA,NA,FALSE,NA
