"","X","V","Imp","rand"
"1",1,1,0.00016238190733224,0.184890327869676
"2",2,2,0.00393888687455366,0.021502276366051
"3",3,3,0.0285090794366565,0.00816155497398329
"4",4,4,0.111415056147546,0.0101507194179708
"5",5,5,0.110772764162056,0.148524570430924
"6",6,6,2.34174748649071e-05,1.78150762725045e-05
"7",7,7,0.0208018103403474,0.00741717316386657
"8",8,8,0.00618364443093447,0.0732363810842945
"9",9,9,0.0665760002945061,9.9306538117953e-06
"10",10,10,0.0019683224840256,0.0247761711821132
"11",11,11,7.81293287325929e-05,0.0265740451014107
"12",12,12,4.92169737376886e-05,0.00906558828846034
"13",13,13,0.000994557562234606,0.00892745738647
"14",14,14,0.0123914225367137,0.226549601635337
"15",15,15,0.000760047852304463,0.000125667081941005
