"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.0346764542600104,0,NA,NA,FALSE,NA
"2",2,0.0311615271206307,0,NA,NA,FALSE,NA
"3",3,0.03155111230649,0,NA,NA,FALSE,NA
"4",4,0.067348650406243,0,NA,NA,FALSE,NA
"5",5,0.00262707248854545,0,NA,NA,FALSE,NA
"6",6,0.0386199869849771,0,NA,NA,FALSE,NA
"7",7,0.137477547873003,0,NA,NA,FALSE,NA
"8",8,0.10192426521947,0,NA,NA,FALSE,NA
"9",9,-0.125774633288964,0,NA,NA,FALSE,NA
"10",10,0.020772609247809,0,NA,NA,FALSE,NA
"11",3,0.0880401827298609,0,NA,NA,TRUE,8
