"","X","V","Imp","rand"
"1",1,1,0.0363293076899538,0.0275497027821923
"2",2,2,0.269223866793986,0.0858792123056994
"3",3,3,0.000192463290411298,0.0254220831816777
"4",4,4,0.00391946551558515,0.126482336870302
"5",5,5,0.000513356704188638,0.0559982055639812
"6",6,6,0.0448886514836991,0.0468198641506455
"7",7,7,0.12952191460411,0.0116779535631044
"8",8,8,0.000227119027132497,0.124671382121728
"9",9,9,0.039375433246307,0.0268482006783352
"10",10,10,0.0416703034955171,0.000811860341229267
"11",11,11,0.0290406005111413,0.0549577406237737
"12",12,12,0.0939114320686484,0.0617443681188641
"13",13,13,0.0256983817123648,4.9320550826042e-05
"14",14,14,0.306925024447585,0.0193304643420332
"15",15,15,0.0612791624026883,0.0818107270813226
