"","V1"
"1",0.206885209147952
"2",-0.129209842090666
"3",-0.385705630297749
"4",0.104652943868344
"5",0.558182506645093
"6",0.0852379461319728
"7",-0.581568786024021
"8",-1.11272224362156
"9",-0.572957122071116
"10",-0.565427705658976
"11",-1.1083482994496
"12",-1.62975091659137
"13",-1.34252896080867
"14",-0.611526973440557
"15",-0.18310627524013
"16",1.29330697296864
"17",1.25201886917373
"18",0.871093511165269
"19",-0.271621806543219
"20",-0.322371396447829
"21",0.108150386063169
"22",-0.438973937278594
"23",-0.43670480511855
"24",-1.04371199387634
"25",-1.53715740929451
"26",-1.29324858706116
"27",-0.593424201498928
"28",-0.327222674162423
"29",0.934157832927153
"30",0.990154822315789
"31",1.66317204635019
"32",0.963768225489365
"33",0.651432188226359
"34",1.15277353570783
"35",1.24685568987241
"36",1.08704898054026
"37",0.747962714433163
"38",1.51623605908827
"39",1.0762825835312
"40",0.832304291564427
"41",0.662344278942331
"42",1.41762475194759
"43",0.649067394166425
"44",0.627173375869069
"45",0.245303490803625
"46",-0.000340792893101647
"47",0.186478504133953
"48",-0.0821494287357495
"49",0.820475961919152
"50",1.056671465939
"51",0.965729036067102
"52",-0.181526164095945
"53",-0.579009164322027
"54",-0.845789222025349
"55",-1.72699847814255
"56",-2.04660647224977
"57",-2.36987929601258
"58",-2.15700528898535
"59",-2.45849098023585
"60",-1.83043215117347
"61",-0.973103784701492
"62",0.179539799169862
"63",0.187074280960179
"64",1.2343063452411
"65",0.812415114055372
"66",0.502588599946359
"67",0.601707681284668
"68",0.670665305719447
"69",1.29460079319021
"70",0.945995708297935
"71",1.70515564905023
"72",1.42679831052968
"73",0.756601563294509
"74",-0.652855599637178
"75",-0.79195294515248
"76",-0.92736204002856
"77",-0.413278224462991
"78",0.555798089868082
"79",0.299479396920667
"80",-0.520798704875813
"81",-1.3447840862668
"82",-0.586772971932421
"83",0.379139164771739
"84",1.77494245921171
"85",0.799754674587383
"86",0.688379676819316
"87",1.06315193481016
"88",0.55759728177801
"89",-0.887493969694186
"90",-1.48613532776971
"91",-0.772456844762492
"92",-1.61865412830803
"93",-1.0925274767403
"94",-0.156551031922113
"95",-0.213379937134896
"96",0.452967901010555
"97",-0.337387743648189
"98",0.204417454738032
"99",0.537750952815848
"100",-0.062361890584534
