"","X","V","Imp","rand"
"1",1,1,0.00307249392782897,0.0969718703637568
"2",2,2,0.0139915295703104,0.0468222391181116
"3",3,3,2.1515199636485e-05,0.00912797946451798
"4",4,4,0.0823587749138822,0.179146755162538
"5",5,5,2.28647699602396e-05,0.0373919216037798
"6",6,6,0.064601380052489,0.0516180887290834
"7",7,7,0.00256101922880237,0.0007095131335515
"8",8,8,0.000568000211096765,0.0044433703355969
"9",9,9,0.112390356809298,1.3171174744106e-05
"10",10,10,0.0541934149409234,0.111205849488088
"11",11,11,0.00125361337763683,0.097767885793517
"12",12,12,0.00686752342599205,0.00841581498830343
"13",13,13,0.148155813947146,0.00142508828945209
"14",14,14,0.0464954463866,0.101708608454135
"15",15,15,0.0259431904281559,0.00319444377706455
