"","X","V","Imp","rand"
"1",1,1,0.0243822721528228,0.0544183239501807
"2",2,2,0.00835433220448065,0.0301140909960534
"3",3,3,0.0186982949822043,0.000129517982648695
"4",4,4,1.36137185586411e-05,0.000825315363372108
"5",5,5,0.00656830548058353,0.18819226854745
"6",6,6,0.00753920052027633,0.0256383173865906
"7",7,7,0.000216594042671944,0.161491385653614
"8",8,8,0.0382274341904381,0.000100605451619406
"9",9,9,0.00846257549572292,0.011592188896848
"10",10,10,0.118360073389668,0.0464826609711003
"11",11,11,0.0788058242047996,0.0571697388608793
"12",12,12,0.0674558920693848,0.0517366340334996
"13",13,13,0.0171498402522,0.0773644525101301
"14",14,14,0.16701794970593,0.0437940673937065
"15",15,15,0.00108078506250292,0.00094727396642505
