"","X","V","Imp","rand"
"1",1,1,0.0219124974120944,0.019564061860388
"2",2,2,0.00207761573537816,0.000148209709340511
"3",3,3,0.0159225999049851,0.0239477213564719
"4",4,4,5.89291557909968e-07,0.000168218892514145
"5",5,5,0.0403439147326732,0.191538880033861
"6",6,6,0.0254614583472429,0.0706924743423338
"7",7,7,0.0128507549820441,0.00755778780737779
"8",8,8,0.00191771896590663,0.0157450300872894
"9",9,9,0.0423532430172006,0.102703864335787
"10",10,10,1.00192377890934e-05,0.0159880132226333
"11",11,11,0.00965418787630575,0.10699537286266
"12",12,12,0.0336261616078507,0.00139418163800283
"13",13,13,0.026866970071879,0.0478597953667985
"14",14,14,0.0151118088504378,0.110403451683002
"15",15,15,0.00188471544933066,0.0354555807096584
