"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0580055314477968,FALSE,NA,NA,FALSE,NA
"2",2,-0.0734210709379756,FALSE,NA,NA,FALSE,NA
"3",3,-0.0198853463712325,TRUE,-1.56263832755462,2.07221466666999,FALSE,NA
"4",4,0.0528651899185554,TRUE,0.0532845250009959,0.326907211448997,FALSE,NA
"5",5,-0.0568292810919785,FALSE,NA,NA,FALSE,NA
"6",6,0.109573236870782,FALSE,NA,NA,FALSE,NA
"7",7,-0.110194352129838,FALSE,NA,NA,FALSE,NA
"8",8,0.0894368304777357,FALSE,NA,NA,FALSE,NA
"9",9,-0.118575481863757,TRUE,-1.43800245156343,2.59582375536177,FALSE,NA
"10",10,0.0332619035427523,FALSE,NA,NA,FALSE,NA
