"","X","V","Imp","rand"
"1",1,1,0.000102093363510681,0.0365940692164975
"2",2,2,0.00299667048964059,0.0545465158418906
"3",3,3,0.000134235332892083,0.00195041936788566
"4",4,4,0.000510087819422213,0.284952532141843
"5",5,5,0.00396734404708095,0.0883942953180709
"6",6,6,0.082524291643642,0.0262697335683093
"7",7,7,0.0340909656868452,0.00279265444596638
"8",8,8,0.000500578474935483,0.000932649058807911
"9",9,9,0.000434342742508022,0.000386806220503235
"10",10,10,0.00124177995989931,0.0764760932004174
"11",11,11,0.00410414083765954,0.0479309552433964
"12",12,12,0.0821469435900672,0.0207899041764633
"13",13,13,0.00482162463588401,0.016123206697014
"14",14,14,0.000307549181120626,0.0557521255213399
"15",15,15,0.00114492518408066,0.0360982099673613
