"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.106067445213259,FALSE,NA,NA,FALSE,NA
"2",2,0.0111092122927446,FALSE,NA,NA,FALSE,NA
"3",3,-0.0827492266666027,FALSE,NA,NA,FALSE,NA
"4",4,0.247863680190112,TRUE,0.0813135799094183,0.716860483108826,FALSE,NA
"5",5,-0.0240941418322055,TRUE,0.91498941391787,0.595811717677861,FALSE,NA
"6",6,0.286270162161381,FALSE,NA,NA,FALSE,NA
"7",7,0.138089604858748,FALSE,NA,NA,FALSE,NA
"8",8,0.132854014494661,TRUE,-1.97562371319118,6.02410398390064,FALSE,NA
"9",9,-0.0690826960727403,FALSE,NA,NA,FALSE,NA
"10",10,-0.170881016838913,FALSE,NA,NA,FALSE,NA
"11",1,-0.130933824659077,FALSE,NA,NA,TRUE,3
