"","X","V","Imp","rand"
"1",1,1,0.0216303097456606,0.222801674839501
"2",2,2,0.0117413083983685,0.0370359889979525
"3",3,3,0.0604874993005705,3.31708038881013e-05
"4",4,4,0.00277624151347336,0.00161021176764388
"5",5,5,0.0442619282826076,0.00414315668317126
"6",6,6,0.0184819289239633,0.0451543395321752
"7",7,7,0.000152133016896176,0.00376754726167275
"8",8,8,0.00954158025068236,0.0453385473075755
"9",9,9,0.0343456074886676,0.00517597817527611
"10",10,10,0.0796088799727056,0.1569826097586
"11",11,11,0.0541638196347169,0.0027343544200243
"12",12,12,0.00774486985271632,0.0344645259504472
"13",13,13,0.00730691824539269,0.0643823748584124
"14",14,14,0.241402174031561,0.126305613915118
"15",15,15,0.0339446618435781,9.97535155915674e-06
