"","X","V","Imp","rand"
"1",1,1,0.181508873672411,0.103683457059979
"2",2,2,7.01757469472509e-05,0.0465148544094268
"3",3,3,0.185109861263402,0.0154527802208876
"4",4,4,0.0798345315203729,0.0271591916962051
"5",5,5,0.186485507583118,0.225718228541938
"6",6,6,0.0407792873847339,0.0458587153083848
"7",7,7,0.00996217268864569,0.00736112477129967
"8",8,8,0.171319967320422,0.00756558534261676
"9",9,9,0.0336009403863459,0.184786569519599
"10",10,10,0.0421002171593542,0.0310688963638298
"11",11,11,0.0267987835842196,0.0019506257576293
"12",12,12,0.00831841945933695,0.0244998806175593
"13",13,13,0.00944142193882607,0.00147362749503074
"14",14,14,0.0783398447943998,0.0193375216665651
"15",15,15,0.140007522952094,0.00753724075474226
