"","X","V","Imp","rand"
"1",1,1,0.0793925568968749,0.0147524199180112
"2",2,2,0.0118055003384979,0.00682697852126749
"3",3,3,0.0708933176324642,0.00178194612983176
"4",4,4,0.106197884901263,0.34183374178432
"5",5,5,6.57508588446941e-05,0.158559464414621
"6",6,6,0.0166944693147346,0.000196050223534864
"7",7,7,0.0997231244235942,0.00446005078988156
"8",8,8,0.0258783352682528,0.00132813850208446
"9",9,9,0.0716129735168263,0.128228687453232
"10",10,10,0.044817427408335,0.0036798569022239
"11",11,11,0.00214645412135143,0.0306825733048746
"12",12,12,0.00365782754267542,0.00169284285344731
"13",13,13,0.273943024843702,0.00717141244495441
"14",14,14,0.370875254710974,0.0420619862624629
"15",15,15,0.0234188992557809,0.00673711055131531
