"","V1"
"1",-0.673106475681431
"2",-0.547233023197824
"3",-0.728907482860754
"4",-1.15930354743634
"5",-0.638281238001719
"6",-1.76673713734779
"7",0.734682544969563
"8",-0.499222747323533
"9",0.825602406898385
"10",0.376591212429467
"11",0.313739448532059
"12",0.549081259214907
"13",0.243344561593987
"14",-0.713692127894835
"15",-0.878648450851897
"16",0.530090697766871
"17",0.967988674670946
"18",0.438411167780623
"19",-0.180880170970834
"20",0.143260966226717
"21",0.210253649124947
"22",-0.28701330647905
"23",-1.67184325604351
"24",-1.89015532509816
"25",-0.486005629470072
"26",0.235538859936613
"27",1.49880328197971
"28",1.85717873143992
"29",1.13089596321038
"30",2.06556649288265
