"","X","V","Imp","rand"
"1",1,1,0.0214145105930754,0.0953947754396048
"2",2,2,0.013262479921489,0.0642020692167143
"3",3,3,0.0020862654473301,0.0117542080108156
"4",4,4,0.00650868875591983,0.00273683776460929
"5",5,5,0.00253402417466465,0.065991464358225
"6",6,6,0.00960278308828511,0.0911870321929807
"7",7,7,0.000311139507700146,0.021513482533977
"8",8,8,0.00146975461297917,0.0846890763122297
"9",9,9,0.000981361327041934,0.0691279348986004
"10",10,10,0.0999388811134474,0.0795497921302235
"11",11,11,0.011851025655966,0.0684768444518164
"12",12,12,0.0548059767919339,2.70622573240672e-05
"13",13,13,0.0310452439518172,0.00212279871311471
"14",14,14,0.101516204210585,0.0840214990012886
"15",15,15,0.00206154745300311,0.00918182413186409
