"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0182176370772327,FALSE,NA,NA,FALSE,NA
"2",2,-0.0101686699835569,FALSE,NA,NA,FALSE,NA
"3",3,0.0145904416125229,TRUE,0.896845002631761,0.694350683340539,FALSE,NA
"4",4,-0.0160850912207813,FALSE,NA,NA,FALSE,NA
"5",5,-0.0680909322663234,FALSE,NA,NA,FALSE,NA
"6",6,0.117437376842738,FALSE,NA,NA,FALSE,NA
"7",7,0.0265919307697575,FALSE,NA,NA,FALSE,NA
"8",8,0.107017303483513,FALSE,NA,NA,FALSE,NA
"9",9,-0.116938110324519,FALSE,NA,NA,FALSE,NA
"10",10,-0.0720661630870552,FALSE,NA,NA,FALSE,NA
"11",11,-0.0275477187503952,FALSE,NA,NA,FALSE,NA
"12",12,0.030931521528074,TRUE,-0.345798232671389,0.340530736371875,FALSE,NA
"13",13,-0.0173487159952582,FALSE,NA,NA,FALSE,NA
"14",14,-0.0153765552674158,TRUE,-0.651862703618558,0.833239182787848,FALSE,NA
"15",15,0.0991973585347315,FALSE,NA,NA,FALSE,NA
