"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.0670729238440539,FALSE,NA,NA,FALSE,NA
"2",2,0.0430569124944371,FALSE,NA,NA,FALSE,NA
"3",3,0.299768993726409,TRUE,-0.448549514601213,0.835495332616343,FALSE,NA
"4",4,-0.11409847793514,FALSE,NA,NA,FALSE,NA
"5",5,0.174460700564944,FALSE,NA,NA,FALSE,NA
"6",6,0.0719203426588388,FALSE,NA,NA,FALSE,NA
"7",7,-0.0491208578933715,FALSE,NA,NA,FALSE,NA
"8",8,0.122310878932278,FALSE,NA,NA,FALSE,NA
"9",9,-0.0284590125663107,FALSE,NA,NA,FALSE,NA
"10",10,0.197943734283136,FALSE,NA,NA,FALSE,NA
"11",11,-0.0813784023620894,FALSE,NA,NA,FALSE,NA
"12",12,-0.0600763001750477,FALSE,NA,NA,FALSE,NA
"13",13,0.168411932977295,FALSE,NA,NA,FALSE,NA
"14",14,0.0872703978266393,FALSE,NA,NA,FALSE,NA
"15",15,-0.0397639568221365,FALSE,NA,NA,FALSE,NA
