"","X","V","Imp","rand"
"1",1,1,0.00538437906257997,0.140833722532433
"2",2,2,0.000575088643817287,0.156502917117612
"3",3,3,0.00736651208991244,0.0584236772918115
"4",4,4,4.16015851216396e-05,0.00729921786208081
"5",5,5,0.0588917283527541,0.0698671826743161
"6",6,6,0.00385295080584181,0.00263759007665494
"7",7,7,0.000500818742874048,0.013309734008592
"8",8,8,0.000613267374038843,0.0223904853541267
"9",9,9,0.0836812709435324,0.138597049582211
"10",10,10,0.00374160509424267,0.0302643138949967
"11",11,11,0.0351219301299295,0.00433063801659389
"12",12,12,0.0113256036353314,0.084305601931778
"13",13,13,0.000208907207615454,0.00305408223056314
"14",14,14,0.0341619243535064,0.00909787342156184
"15",15,15,0.00452125315517187,0.00895554207349114
