"","X","V","Imp","rand"
"1",1,1,0.000149998185172156,0.151967811571514
"2",2,2,0.0168010277367358,0.000199256963051499
"3",3,3,0.00171432978126076,0.0472221482048603
"4",4,4,0.016262842074508,0.00655804894067067
"5",5,5,0.0105344088098916,0.00715911453166238
"6",6,6,0.0124369456635438,0.0373291763979818
"7",7,7,0.00951753828776326,0.00344411339127474
"8",8,8,0.000167675633006609,0.0960960160784017
"9",9,9,0.0072778426311539,0.0381947843201725
"10",10,10,0.0331938462260021,0.0239540691996058
"11",11,11,0.106845535563382,0.0265377502310636
"12",12,12,0.0171738237143055,0.0276291607118148
"13",13,13,0.00677519742943465,0.0584612047437498
"14",14,14,7.47734446910971e-05,0.196883850984823
"15",15,15,0.0430004298974168,0.0282766126588215
