"","V1"
"1",-0.747980868940073
"2",-1.678087007667
"3",-1.96526025939966
"4",1.89766784077761
"5",-0.700471310320236
"6",0.453973973658332
"7",0.681515858148268
"8",-0.848138281339651
"9",-0.689242096745859
"10",1.25741800462095
"11",-1.87748748063147
"12",-1.29610622730401
"13",-1.02402436828542
"14",0.92564132609484
"15",-0.389956313139163
"16",-2.18719967645649
"17",-0.607312162202808
"18",1.77964851515345
"19",0.136060805315012
"20",1.50899664360143
"21",0.531974026327734
"22",0.653699616775052
"23",-1.00918945644132
"24",0.122277352171056
"25",-0.0644336692328411
"26",0.446253356476207
"27",-0.356431877064025
"28",-0.232055449514616
"29",0.0689435979746434
"30",-0.0786712801211912
"31",0.702144565949093
"32",-1.08664640627887
"33",0.186152999781978
"34",-0.24181030762208
"35",0.400385711356896
"36",1.33804476254785
"37",-0.441013392494158
"38",-0.241067234181789
"39",0.186066124006313
"40",0.659936141417939
"41",-0.653606919652942
"42",-0.90841371301043
"43",-0.349639481181982
"44",0.152011035979534
"45",-0.702308259608531
"46",0.887109176605772
"47",0.817423870450822
"48",-0.9284626249033
"49",1.95672363213166
"50",-0.825162241230869
"51",-1.11828805321333
"52",1.9527807835186
"53",-0.599463166490607
"54",1.5004827253763
"55",0.504400628248852
"56",-2.52097835529869
"57",-0.597174029584734
"58",-0.173894402465326
"59",-0.287944426853338
"60",-0.5546092163465
"61",0.722482134575624
"62",1.49119724454807
"63",-0.425353091465713
"64",-0.263667206872079
"65",-0.248730612032032
"66",0.977226133625564
"67",-0.237841332998336
"68",-1.67653370072298
"69",-0.0690570187731301
"70",0.203951477410961
"71",-1.16553243951541
"72",-0.263244994902453
"73",-0.534251209408887
"74",0.99875636897805
"75",-0.882637948956714
"76",-0.967445688774316
"77",0.208876976532218
"78",-0.595884675616608
"79",-0.0530806635357604
"80",1.41518634459076
"81",-0.422448083878687
"82",1.63721264185677
"83",1.46044229006741
"84",-0.248110203705777
"85",-0.965013351641522
"86",0.806886513299757
"87",0.522116473947815
"88",0.00997770779623729
"89",2.48236425354148
"90",-1.22570122389696
"91",0.500527703812677
"92",-1.51406456215208
"93",0.645399459110687
"94",0.410627725279467
"95",0.761249508915229
"96",-0.0381408114140691
"97",0.799332444138179
"98",-0.171875483372068
"99",0.430109905575995
"100",1.75948793678976
