"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,0.04156563582889,FALSE,NA,NA,FALSE,NA
"2",2,0.018871657494956,FALSE,NA,NA,FALSE,NA
"3",3,0.125005675533614,FALSE,NA,NA,FALSE,NA
"4",4,0.257089968494266,FALSE,NA,NA,FALSE,NA
"5",5,-0.185807110755751,TRUE,-0.16028599364067,3.22116171702039,FALSE,NA
"6",6,-0.149718091496069,FALSE,NA,NA,FALSE,NA
"7",7,0.158351459491181,FALSE,NA,NA,FALSE,NA
"8",8,0.0915581231659825,FALSE,NA,NA,FALSE,NA
"9",9,-0.00698268746999399,FALSE,NA,NA,FALSE,NA
"10",10,0.0419947236089002,FALSE,NA,NA,FALSE,NA
"11",11,-0.072672339512044,FALSE,NA,NA,FALSE,NA
"12",12,0.0653257242394702,FALSE,NA,NA,FALSE,NA
"13",13,0.0238016342809193,FALSE,NA,NA,FALSE,NA
"14",14,-0.206583815036416,FALSE,NA,NA,FALSE,NA
"15",15,-0.142099514412355,FALSE,NA,NA,FALSE,NA
"16",7,0.0108566545903653,FALSE,NA,NA,TRUE,14
"17",6,0.0296345602052218,FALSE,NA,NA,TRUE,12
