"","V1"
"1",-0.158041250804399
"2",-0.20961528293704
"3",-0.464854240262461
"4",-0.317676656903002
"5",0.188507910161715
"6",1.13572659466047
"7",0.706019651085441
"8",0.851492256795535
"9",1.38991039146997
"10",1.33442280284007
"11",0.972593806297439
"12",0.536733793829077
"13",0.416664115688764
"14",0.85094321157381
"15",0.206973428745607
"16",-0.51568359571029
"17",-0.862626384566723
"18",-0.909163650135305
"19",-1.54485358664042
"20",-1.46871495355122
"21",-1.70808014560173
"22",-1.17964674543147
"23",-1.52491295361642
"24",-1.20591428500811
"25",-0.663348983206335
"26",-0.748369499379532
"27",-0.111027560041033
"28",0.405321170873509
"29",0.592321900711391
"30",0.738663110253615
"31",0.223391976574304
"32",0.0112506044284092
"33",0.715060543840483
"34",0.466062900920645
"35",0.090897050634305
"36",0.36606949585135
"37",0.487777679747025
"38",0.261363827876865
"39",0.0235634887833262
"40",0.0955090407200719
"41",0.127024139938474
"42",-0.324914302570407
"43",-0.361032914799757
"44",-0.0419759811703972
"45",0.479612864001155
"46",-0.328863993665202
"47",0.0593007799943761
"48",0.0794814961226012
"49",0.348327537185696
"50",0.48832939439575
