"","V1","effect_size","nonlinear","location","scale","interactions","V2"
"1",1,-0.027499394282703,TRUE,-0.160538761994707,2.75729447031829,FALSE,NA
"2",2,-0.0558077640414309,FALSE,NA,NA,FALSE,NA
"3",3,-0.0575081174753419,FALSE,NA,NA,FALSE,NA
"4",4,-0.00439039985961203,TRUE,0.134863307442913,0.0186899118125439,FALSE,NA
"5",5,-0.0633985173918473,FALSE,NA,NA,FALSE,NA
"6",6,-0.0733068739933801,FALSE,NA,NA,FALSE,NA
"7",7,0.05155463655385,FALSE,NA,NA,FALSE,NA
"8",8,-0.009622530579302,FALSE,NA,NA,FALSE,NA
"9",9,-0.183466929768272,TRUE,1.34782659608279,0.225563307619863,FALSE,NA
"10",10,-0.0384623301929541,FALSE,NA,NA,FALSE,NA
"11",11,0.0164322753310725,FALSE,NA,NA,FALSE,NA
"12",12,0.00164676479920017,FALSE,NA,NA,FALSE,NA
"13",13,0.080619079812967,FALSE,NA,NA,FALSE,NA
"14",14,-0.0130593196912019,FALSE,NA,NA,FALSE,NA
"15",15,0.0326116599318543,FALSE,NA,NA,FALSE,NA
