"","X","V","Imp","rand"
"1",1,1,0.000756216685915558,0.00560645615429579
"2",2,2,0.00311450652730403,0.0239902790132215
"3",3,3,0.00330718357555772,0.146041706047587
"4",4,4,1.92756109272813e-05,0.114396081283621
"5",5,5,0.00401937200748436,0.000692102892029717
"6",6,6,0.00537389777468131,0.0166072367093212
"7",7,7,0.00265788055019957,0.00144293694863269
"8",8,8,9.25930947496021e-05,8.47347277532848e-06
"9",9,9,0.0336601143185961,2.30751090039152e-07
"10",10,10,0.00147935084387183,0.234325060664325
"11",11,11,0.000270019672556174,0.0276867236939153
"12",12,12,2.71183430388478e-06,0.0266428746220163
"13",13,13,0.00649943602988954,0.0767941493097979
"14",14,14,0.000170545830797014,0.0333108455408523
"15",15,15,0.00106352036351091,0.0424453589371093
