"","V1"
"1",0.219392307646239
"2",-0.0475859645982735
"3",-0.142666469474374
"4",-0.312598276590751
"5",-0.791854194242162
"6",-1.53841002352692
"7",0.072122774109664
"8",0.413414797319237
"9",0.978068443867851
"10",1.22502371529474
"11",0.864555412533044
"12",0.762109431344741
"13",0.904795317244399
"14",-0.292013699645366
"15",-1.21093003896853
"16",-1.01805266482769
"17",-0.561215069737847
"18",-1.20336942018819
"19",-1.02247703548587
"20",-1.06273685464772
"21",-0.429298825047332
"22",1.32059989853301
"23",1.79084121754991
"24",1.88504124752565
"25",1.94564550705034
"26",0.00777313308428775
"27",-0.445356225903956
"28",-0.989386805304068
"29",-0.718949891156214
"30",-0.602481743757842
