"","X","V","Imp","rand"
"1",1,1,0.0783691147736978,0.0134457988270329
"2",2,2,0.0199711233107853,0.000849619076260312
"3",3,3,0.04963771469575,0.0952505711891887
"4",4,4,0.0171480498633104,1.95676264094197e-06
"5",5,5,0.0991234012948891,0.127550474679743
"6",6,6,0.0181546340398342,0.0300986901629254
"7",7,7,0.0199466308070898,0.00278864474509535
"8",8,8,0.00804488079189045,0.144964710520279
"9",9,9,0.0212273560616918,0.00208247289919583
"10",10,10,0.22610947303021,0.0210520388084654
"11",11,11,0.00937925974935318,0.0188255971609437
"12",12,12,0.00152901322971242,0.135286626683346
"13",13,13,0.0117501372972807,0.00845503539798543
"14",14,14,0.0195393246464441,0.0917098345661864
"15",15,15,0.00113931823048045,0.0576253525590559
