"","X","V","Imp","rand"
"1",1,1,0.0400697974358456,0.00034567760634508
"2",2,2,0.0180990437488532,0.0254160708345244
"3",3,3,0.0111287284385949,0.0184340188587839
"4",4,4,0.355651384792358,0.020563310421392
"5",5,5,0.0126721210001975,0.00818119691644986
"6",6,6,0.00358088565985895,0.0471808924872517
"7",7,7,0.00158378448142382,0.00493468666702162
"8",8,8,0.190516558246803,0.0021617291152238
"9",9,9,0.000645494357732045,0.0265233126927288
"10",10,10,0.0217966078449725,0.152053895391322
"11",11,11,0.03098747248722,0.319370697530601
"12",12,12,0.0363284862311652,0.0499002194052158
"13",13,13,0.16464941621355,0.0296516301742645
"14",14,14,0.0176381833661555,7.99558624404328e-05
"15",15,15,0.000658365525788032,0.0451825265458401
