"","X","V","Imp","rand"
"1",1,1,0.0190671848802508,0.0900056636046873
"2",2,2,0.0154638918082126,0.000213008295609733
"3",3,3,0.0282638202549913,0.0570669324545048
"4",4,4,0.0841044246365644,0.00105820613461137
"5",5,5,0.0123775789363346,0.150875265403693
"6",6,6,0.0447710170204753,0.255062460574943
"7",7,7,0.0622854773929872,8.06770380429003e-05
"8",8,8,0.000115143932115194,0.0273278905351155
"9",9,9,0.0111001148658949,0.00392492308422678
"10",10,10,0.00577259849063333,0.00883039903443331
"11",11,11,0.0673485700864261,0.000759182958069089
"12",12,12,0.0774782233130184,0.0111911864187703
"13",13,13,0.0157625192258126,0.0344627963838935
"14",14,14,0.0939464282078529,0.109086440153885
"15",15,15,0.0245396281855665,3.22534154030329e-05
