"","V1"
"1",-0.0958655429083625
"2",-0.162044925638446
"3",0.11571389438995
"4",-0.625474946172302
"5",-0.519428964876346
"6",0.319502075514847
"7",0.757537154448395
"8",1.16467471127649
"9",0.939645915754291
"10",0.925926620010355
"11",0.159485453283327
"12",-0.0719879992383208
"13",-0.323404051721061
"14",-0.316790568166224
"15",-0.533389999285889
"16",-0.282039943637852
"17",-0.0169351388301751
"18",0.158747880258936
"19",0.200206546334283
"20",0.23763024780465
"21",0.494685278309526
"22",0.0196442225019925
"23",0.302693688196289
"24",-0.00600544241476301
"25",-0.318133561018461
"26",-0.233367848922233
"27",-0.983218477607935
"28",-0.527406828430754
"29",-0.434022344183949
"30",-0.346577105030255
